Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)
Task: 7 Train Epoch: 68 [3840/5000 (75%)]	Loss: 1.154662
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 613/1000(61%)

Task: 7 Train Epoch: 69 [0/5000 (0%)]	Loss: 1.081849
Task: 7 Train Epoch: 69 [1280/5000 (25%)]	Loss: 1.131452
Task: 7 Train Epoch: 69 [2560/5000 (50%)]	Loss: 1.089125
Task: 7 Train Epoch: 69 [3840/5000 (75%)]	Loss: 1.118038
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 606/1000(61%)

Task: 7 Train Epoch: 70 [0/5000 (0%)]	Loss: 0.981622
Task: 7 Train Epoch: 70 [1280/5000 (25%)]	Loss: 1.123701
Task: 7 Train Epoch: 70 [2560/5000 (50%)]	Loss: 1.017527
Task: 7 Train Epoch: 70 [3840/5000 (75%)]	Loss: 1.040244
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 612/1000(61%)

Task: 7 Train Epoch: 71 [0/5000 (0%)]	Loss: 1.076153
Task: 7 Train Epoch: 71 [1280/5000 (25%)]	Loss: 1.150631
Task: 7 Train Epoch: 71 [2560/5000 (50%)]	Loss: 0.988908
Task: 7 Train Epoch: 71 [3840/5000 (75%)]	Loss: 1.030998
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 609/1000(61%)

Task: 7 Train Epoch: 72 [0/5000 (0%)]	Loss: 1.022344
Task: 7 Train Epoch: 72 [1280/5000 (25%)]	Loss: 1.025316
Task: 7 Train Epoch: 72 [2560/5000 (50%)]	Loss: 1.138504
Task: 7 Train Epoch: 72 [3840/5000 (75%)]	Loss: 1.012708
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 616/1000(62%)

Task: 7 Train Epoch: 73 [0/5000 (0%)]	Loss: 1.331145
Task: 7 Train Epoch: 73 [1280/5000 (25%)]	Loss: 1.093042
Task: 7 Train Epoch: 73 [2560/5000 (50%)]	Loss: 1.086607
Task: 7 Train Epoch: 73 [3840/5000 (75%)]	Loss: 1.213079
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 614/1000(61%)

Task: 7 Train Epoch: 74 [0/5000 (0%)]	Loss: 0.944308
Task: 7 Train Epoch: 74 [1280/5000 (25%)]	Loss: 1.116184
Task: 7 Train Epoch: 74 [2560/5000 (50%)]	Loss: 1.270731
Task: 7 Train Epoch: 74 [3840/5000 (75%)]	Loss: 0.993363
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 610/1000(61%)

Task: 7 Train Epoch: 75 [0/5000 (0%)]	Loss: 0.988852
Task: 7 Train Epoch: 75 [1280/5000 (25%)]	Loss: 1.027854
Task: 7 Train Epoch: 75 [2560/5000 (50%)]	Loss: 1.181091
Task: 7 Train Epoch: 75 [3840/5000 (75%)]	Loss: 1.046038
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 615/1000(62%)

Task: 7 Train Epoch: 76 [0/5000 (0%)]	Loss: 1.166952
Task: 7 Train Epoch: 76 [1280/5000 (25%)]	Loss: 0.933036
Task: 7 Train Epoch: 76 [2560/5000 (50%)]	Loss: 1.087950
Task: 7 Train Epoch: 76 [3840/5000 (75%)]	Loss: 1.135064
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 607/1000(61%)

Task: 7 Train Epoch: 77 [0/5000 (0%)]	Loss: 1.115060
Task: 7 Train Epoch: 77 [1280/5000 (25%)]	Loss: 1.088584
Task: 7 Train Epoch: 77 [2560/5000 (50%)]	Loss: 1.072362
Task: 7 Train Epoch: 77 [3840/5000 (75%)]	Loss: 1.050939
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 606/1000(61%)

Task: 7 Train Epoch: 78 [0/5000 (0%)]	Loss: 1.173969
Task: 7 Train Epoch: 78 [1280/5000 (25%)]	Loss: 1.029406
Task: 7 Train Epoch: 78 [2560/5000 (50%)]	Loss: 1.145090
Task: 7 Train Epoch: 78 [3840/5000 (75%)]	Loss: 1.123704
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 615/1000(62%)

Task: 7 Train Epoch: 79 [0/5000 (0%)]	Loss: 1.143763
Task: 7 Train Epoch: 79 [1280/5000 (25%)]	Loss: 1.085624
Task: 7 Train Epoch: 79 [2560/5000 (50%)]	Loss: 1.168522
Task: 7 Train Epoch: 79 [3840/5000 (75%)]	Loss: 0.996967
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 610/1000(61%)

Task: 7 Train Epoch: 80 [0/5000 (0%)]	Loss: 1.178668
Task: 7 Train Epoch: 80 [1280/5000 (25%)]	Loss: 1.066894
Task: 7 Train Epoch: 80 [2560/5000 (50%)]	Loss: 0.914593
Task: 7 Train Epoch: 80 [3840/5000 (75%)]	Loss: 1.005325
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 613/1000(61%)

Task: 7 Train Epoch: 81 [0/5000 (0%)]	Loss: 1.007088
Task: 7 Train Epoch: 81 [1280/5000 (25%)]	Loss: 1.200770
Task: 7 Train Epoch: 81 [2560/5000 (50%)]	Loss: 1.248521
Task: 7 Train Epoch: 81 [3840/5000 (75%)]	Loss: 1.059137
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 612/1000(61%)

Task: 7 Train Epoch: 82 [0/5000 (0%)]	Loss: 1.106574
Task: 7 Train Epoch: 82 [1280/5000 (25%)]	Loss: 1.029615
Task: 7 Train Epoch: 82 [2560/5000 (50%)]	Loss: 0.951929
Task: 7 Train Epoch: 82 [3840/5000 (75%)]	Loss: 1.170533
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 603/1000(60%)

Task: 7 Train Epoch: 83 [0/5000 (0%)]	Loss: 0.990332
Task: 7 Train Epoch: 83 [1280/5000 (25%)]	Loss: 1.115428
Task: 7 Train Epoch: 83 [2560/5000 (50%)]	Loss: 1.113213
Task: 7 Train Epoch: 83 [3840/5000 (75%)]	Loss: 1.133503
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 614/1000(61%)

Task: 7 Train Epoch: 84 [0/5000 (0%)]	Loss: 1.045282
Task: 7 Train Epoch: 84 [1280/5000 (25%)]	Loss: 1.140496
Task: 7 Train Epoch: 84 [2560/5000 (50%)]	Loss: 1.113147
Task: 7 Train Epoch: 84 [3840/5000 (75%)]	Loss: 1.194298
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 617/1000(62%)

Task: 7 Train Epoch: 85 [0/5000 (0%)]	Loss: 1.027797
Task: 7 Train Epoch: 85 [1280/5000 (25%)]	Loss: 1.063267
Task: 7 Train Epoch: 85 [2560/5000 (50%)]	Loss: 1.037383
Task: 7 Train Epoch: 85 [3840/5000 (75%)]	Loss: 0.941061
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 616/1000(62%)

Task: 7 Train Epoch: 86 [0/5000 (0%)]	Loss: 0.984221
Task: 7 Train Epoch: 86 [1280/5000 (25%)]	Loss: 1.172844
Task: 7 Train Epoch: 86 [2560/5000 (50%)]	Loss: 1.131378
Task: 7 Train Epoch: 86 [3840/5000 (75%)]	Loss: 1.050372
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 608/1000(61%)

Task: 7 Train Epoch: 87 [0/5000 (0%)]	Loss: 1.083937
Task: 7 Train Epoch: 87 [1280/5000 (25%)]	Loss: 0.994735
Task: 7 Train Epoch: 87 [2560/5000 (50%)]	Loss: 1.092887
Task: 7 Train Epoch: 87 [3840/5000 (75%)]	Loss: 1.218753
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 613/1000(61%)

Task: 7 Train Epoch: 88 [0/5000 (0%)]	Loss: 1.101069
Task: 7 Train Epoch: 88 [1280/5000 (25%)]	Loss: 1.239658
Task: 7 Train Epoch: 88 [2560/5000 (50%)]	Loss: 1.063366
Task: 7 Train Epoch: 88 [3840/5000 (75%)]	Loss: 1.010911
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 611/1000(61%)

Task: 7 Train Epoch: 89 [0/5000 (0%)]	Loss: 0.991270
Task: 7 Train Epoch: 89 [1280/5000 (25%)]	Loss: 1.092005
Task: 7 Train Epoch: 89 [2560/5000 (50%)]	Loss: 1.292050
Task: 7 Train Epoch: 89 [3840/5000 (75%)]	Loss: 1.033151
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 604/1000(60%)

Task: 7 Train Epoch: 90 [0/5000 (0%)]	Loss: 1.030763
Task: 7 Train Epoch: 90 [1280/5000 (25%)]	Loss: 1.005442
Task: 7 Train Epoch: 90 [2560/5000 (50%)]	Loss: 1.079547
Task: 7 Train Epoch: 90 [3840/5000 (75%)]	Loss: 0.989425
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 608/1000(61%)

Task: 7 Train Epoch: 91 [0/5000 (0%)]	Loss: 0.970082
Task: 7 Train Epoch: 91 [1280/5000 (25%)]	Loss: 1.234525
Task: 7 Train Epoch: 91 [2560/5000 (50%)]	Loss: 1.154429
Task: 7 Train Epoch: 91 [3840/5000 (75%)]	Loss: 1.166750
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 610/1000(61%)

Task: 7 Train Epoch: 92 [0/5000 (0%)]	Loss: 0.984506
Task: 7 Train Epoch: 92 [1280/5000 (25%)]	Loss: 1.177068
Task: 7 Train Epoch: 92 [2560/5000 (50%)]	Loss: 1.148585
Task: 7 Train Epoch: 92 [3840/5000 (75%)]	Loss: 1.087166
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 614/1000(61%)

Task: 7 Train Epoch: 93 [0/5000 (0%)]	Loss: 1.048243
Task: 7 Train Epoch: 93 [1280/5000 (25%)]	Loss: 1.065602
Task: 7 Train Epoch: 93 [2560/5000 (50%)]	Loss: 1.111104
Task: 7 Train Epoch: 93 [3840/5000 (75%)]	Loss: 1.236421
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 607/1000(61%)

Task: 7 Train Epoch: 94 [0/5000 (0%)]	Loss: 1.124319
Task: 7 Train Epoch: 94 [1280/5000 (25%)]	Loss: 1.082749
Task: 7 Train Epoch: 94 [2560/5000 (50%)]	Loss: 0.955624
Task: 7 Train Epoch: 94 [3840/5000 (75%)]	Loss: 1.298974
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 614/1000(61%)

Task: 7 Train Epoch: 95 [0/5000 (0%)]	Loss: 1.237169
Task: 7 Train Epoch: 95 [1280/5000 (25%)]	Loss: 1.205325
Task: 7 Train Epoch: 95 [2560/5000 (50%)]	Loss: 1.061454
Task: 7 Train Epoch: 95 [3840/5000 (75%)]	Loss: 0.970191
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 607/1000(61%)

Task: 7 Train Epoch: 96 [0/5000 (0%)]	Loss: 1.135264
Task: 7 Train Epoch: 96 [1280/5000 (25%)]	Loss: 1.021101
Task: 7 Train Epoch: 96 [2560/5000 (50%)]	Loss: 0.957894
Task: 7 Train Epoch: 96 [3840/5000 (75%)]	Loss: 1.115308
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 610/1000(61%)

Task: 7 Train Epoch: 97 [0/5000 (0%)]	Loss: 1.083984
Task: 7 Train Epoch: 97 [1280/5000 (25%)]	Loss: 1.109137
Task: 7 Train Epoch: 97 [2560/5000 (50%)]	Loss: 1.059873
Task: 7 Train Epoch: 97 [3840/5000 (75%)]	Loss: 1.224759
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 606/1000(61%)

Task: 7 Train Epoch: 98 [0/5000 (0%)]	Loss: 0.990633
Task: 7 Train Epoch: 98 [1280/5000 (25%)]	Loss: 1.030792
Task: 7 Train Epoch: 98 [2560/5000 (50%)]	Loss: 1.202940
Task: 7 Train Epoch: 98 [3840/5000 (75%)]	Loss: 1.072117
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 614/1000(61%)

Task: 7 Train Epoch: 99 [0/5000 (0%)]	Loss: 1.059428
Task: 7 Train Epoch: 99 [1280/5000 (25%)]	Loss: 1.104879
Task: 7 Train Epoch: 99 [2560/5000 (50%)]	Loss: 1.227106
Task: 7 Train Epoch: 99 [3840/5000 (75%)]	Loss: 0.943115
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 615/1000(62%)

Saving head (task#: 7)
Computing MAS
Loading head (task#:0)
Loading mask (task#:0)
Files already downloaded and verified
Files already downloaded and verified
Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 799/1000(80%)

Trained Task:7, Loaded task:0, Accuracy:79.9%
Loading head (task#:1)
Loading mask (task#:1)
Files already downloaded and verified
Files already downloaded and verified
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 635/1000(64%)

Trained Task:7, Loaded task:1, Accuracy:63.5%
Loading head (task#:2)
Loading mask (task#:2)
Files already downloaded and verified
Files already downloaded and verified
Task: 2   Test set: Avg. loss: 0.0010, Accuracy: 661/1000(66%)

Trained Task:7, Loaded task:2, Accuracy:66.1%
Loading head (task#:3)
Loading mask (task#:3)
Files already downloaded and verified
Files already downloaded and verified
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 101/1000(10%)

Trained Task:7, Loaded task:3, Accuracy:10.1%
Loading head (task#:4)
Loading mask (task#:4)
Files already downloaded and verified
Files already downloaded and verified
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 95/1000(10%)

Trained Task:7, Loaded task:4, Accuracy:9.5%
Loading head (task#:5)
Loading mask (task#:5)
Files already downloaded and verified
Files already downloaded and verified
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 95/1000(10%)

Trained Task:7, Loaded task:5, Accuracy:9.5%
Loading head (task#:6)
Loading mask (task#:6)
Files already downloaded and verified
Files already downloaded and verified
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 105/1000(11%)

Trained Task:7, Loaded task:6, Accuracy:10.5%
Loading head (task#:7)
Loading mask (task#:7)
Files already downloaded and verified
Files already downloaded and verified
Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 615/1000(62%)

Trained Task:7, Loaded task:7, Accuracy:61.5%
Files already downloaded and verified
Files already downloaded and verified
Layer        : conv1_layer.2.weight
Sum Omega    : 62189.6953125
Max Fisher   : 0.3768937289714813
Max Omega    : 56.582489013671875
Max Relevance: 0.0
Mask active  : 16384.0/16384

Layer        : conv2_layer.2.weight
Sum Omega    : 44686.38671875
Max Fisher   : 0.32541677355766296
Max Omega    : 19.790651321411133
Max Relevance: 0.16773317754268646
Mask active  : 4096.0/8192

Layer        : fc1_layer.0.weight
Sum Omega    : 68956.0546875
Max Fisher   : 0.02553282491862774
Max Omega    : 1.3289564847946167
Max Relevance: 0.01755976490676403
Mask active  : 1024.0/1024

Saving  mask (task#:8)
Task: 8 Train Epoch: 0 [0/5000 (0%)]	Loss: 2.302273
Task: 8 Train Epoch: 0 [1280/5000 (25%)]	Loss: 2.362789
Task: 8 Train Epoch: 0 [2560/5000 (50%)]	Loss: 2.330617
Task: 8 Train Epoch: 0 [3840/5000 (75%)]	Loss: 2.319443
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 1 [0/5000 (0%)]	Loss: 2.297772
Task: 8 Train Epoch: 1 [1280/5000 (25%)]	Loss: 2.300523
Task: 8 Train Epoch: 1 [2560/5000 (50%)]	Loss: 2.307338
Task: 8 Train Epoch: 1 [3840/5000 (75%)]	Loss: 2.308871
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 2 [0/5000 (0%)]	Loss: 2.301439
Task: 8 Train Epoch: 2 [1280/5000 (25%)]	Loss: 2.282184
Task: 8 Train Epoch: 2 [2560/5000 (50%)]	Loss: 2.313126
Task: 8 Train Epoch: 2 [3840/5000 (75%)]	Loss: 2.301021
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 3 [0/5000 (0%)]	Loss: 2.303105
Task: 8 Train Epoch: 3 [1280/5000 (25%)]	Loss: 2.326460
Task: 8 Train Epoch: 3 [2560/5000 (50%)]	Loss: 2.301594
Task: 8 Train Epoch: 3 [3840/5000 (75%)]	Loss: 2.302015
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 4 [0/5000 (0%)]	Loss: 2.304561
Task: 8 Train Epoch: 4 [1280/5000 (25%)]	Loss: 2.322720
Task: 8 Train Epoch: 4 [2560/5000 (50%)]	Loss: 2.313866
Task: 8 Train Epoch: 4 [3840/5000 (75%)]	Loss: 2.310960
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 5 [0/5000 (0%)]	Loss: 2.297849
Task: 8 Train Epoch: 5 [1280/5000 (25%)]	Loss: 2.299229
Task: 8 Train Epoch: 5 [2560/5000 (50%)]	Loss: 2.311517
Task: 8 Train Epoch: 5 [3840/5000 (75%)]	Loss: 2.310804
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 6 [0/5000 (0%)]	Loss: 2.304033
Task: 8 Train Epoch: 6 [1280/5000 (25%)]	Loss: 2.333935
Task: 8 Train Epoch: 6 [2560/5000 (50%)]	Loss: 2.305352
Task: 8 Train Epoch: 6 [3840/5000 (75%)]	Loss: 2.312859
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 7 [0/5000 (0%)]	Loss: 2.307049
Task: 8 Train Epoch: 7 [1280/5000 (25%)]	Loss: 2.308091
Task: 8 Train Epoch: 7 [2560/5000 (50%)]	Loss: 2.299606
Task: 8 Train Epoch: 7 [3840/5000 (75%)]	Loss: 2.309214
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 8 [0/5000 (0%)]	Loss: 2.308829
Task: 8 Train Epoch: 8 [1280/5000 (25%)]	Loss: 2.324581
Task: 8 Train Epoch: 8 [2560/5000 (50%)]	Loss: 2.302948
Task: 8 Train Epoch: 8 [3840/5000 (75%)]	Loss: 2.306036
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 9 [0/5000 (0%)]	Loss: 2.305935
Task: 8 Train Epoch: 9 [1280/5000 (25%)]	Loss: 2.308352
Task: 8 Train Epoch: 9 [2560/5000 (50%)]	Loss: 2.305829
Task: 8 Train Epoch: 9 [3840/5000 (75%)]	Loss: 2.297993
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 10 [0/5000 (0%)]	Loss: 2.311229
Task: 8 Train Epoch: 10 [1280/5000 (25%)]	Loss: 2.318694
Task: 8 Train Epoch: 10 [2560/5000 (50%)]	Loss: 2.308238
Task: 8 Train Epoch: 10 [3840/5000 (75%)]	Loss: 2.308199
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 11 [0/5000 (0%)]	Loss: 2.309717
Task: 8 Train Epoch: 11 [1280/5000 (25%)]	Loss: 2.308360
Task: 8 Train Epoch: 11 [2560/5000 (50%)]	Loss: 2.299100
Task: 8 Train Epoch: 11 [3840/5000 (75%)]	Loss: 2.319114
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 12 [0/5000 (0%)]	Loss: 2.301283
Task: 8 Train Epoch: 12 [1280/5000 (25%)]	Loss: 2.307275
Task: 8 Train Epoch: 12 [2560/5000 (50%)]	Loss: 2.302199
Task: 8 Train Epoch: 12 [3840/5000 (75%)]	Loss: 2.307674
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 13 [0/5000 (0%)]	Loss: 2.298407
Task: 8 Train Epoch: 13 [1280/5000 (25%)]	Loss: 2.316941
Task: 8 Train Epoch: 13 [2560/5000 (50%)]	Loss: 2.306264
Task: 8 Train Epoch: 13 [3840/5000 (75%)]	Loss: 2.304341
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 14 [0/5000 (0%)]	Loss: 2.301247
Task: 8 Train Epoch: 14 [1280/5000 (25%)]	Loss: 2.302597
Task: 8 Train Epoch: 14 [2560/5000 (50%)]	Loss: 2.309216
Task: 8 Train Epoch: 14 [3840/5000 (75%)]	Loss: 2.310589
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 15 [0/5000 (0%)]	Loss: 2.300140
Task: 8 Train Epoch: 15 [1280/5000 (25%)]	Loss: 2.309136
Task: 8 Train Epoch: 15 [2560/5000 (50%)]	Loss: 2.308301
Task: 8 Train Epoch: 15 [3840/5000 (75%)]	Loss: 2.308937
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 16 [0/5000 (0%)]	Loss: 2.303405
Task: 8 Train Epoch: 16 [1280/5000 (25%)]	Loss: 2.311147
Task: 8 Train Epoch: 16 [2560/5000 (50%)]	Loss: 2.303133
Task: 8 Train Epoch: 16 [3840/5000 (75%)]	Loss: 2.303228
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 17 [0/5000 (0%)]	Loss: 2.299739
Task: 8 Train Epoch: 17 [1280/5000 (25%)]	Loss: 2.304955
Task: 8 Train Epoch: 17 [2560/5000 (50%)]	Loss: 2.305688
Task: 8 Train Epoch: 17 [3840/5000 (75%)]	Loss: 2.302945
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 18 [0/5000 (0%)]	Loss: 2.306348
Task: 8 Train Epoch: 18 [1280/5000 (25%)]	Loss: 2.307513
Task: 8 Train Epoch: 18 [2560/5000 (50%)]	Loss: 2.308040
Task: 8 Train Epoch: 18 [3840/5000 (75%)]	Loss: 2.308141
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 19 [0/5000 (0%)]	Loss: 2.305121
Task: 8 Train Epoch: 19 [1280/5000 (25%)]	Loss: 2.311543
Task: 8 Train Epoch: 19 [2560/5000 (50%)]	Loss: 2.305746
Task: 8 Train Epoch: 19 [3840/5000 (75%)]	Loss: 2.302236
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 20 [0/5000 (0%)]	Loss: 2.303680
Task: 8 Train Epoch: 20 [1280/5000 (25%)]	Loss: 2.305128
Task: 8 Train Epoch: 20 [2560/5000 (50%)]	Loss: 2.307472
Task: 8 Train Epoch: 20 [3840/5000 (75%)]	Loss: 2.304735
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 21 [0/5000 (0%)]	Loss: 2.306699
Task: 8 Train Epoch: 21 [1280/5000 (25%)]	Loss: 2.303432
Task: 8 Train Epoch: 21 [2560/5000 (50%)]	Loss: 2.301100
Task: 8 Train Epoch: 21 [3840/5000 (75%)]	Loss: 2.300251
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 22 [0/5000 (0%)]	Loss: 2.300365
Task: 8 Train Epoch: 22 [1280/5000 (25%)]	Loss: 2.308195
Task: 8 Train Epoch: 22 [2560/5000 (50%)]	Loss: 2.314798
Task: 8 Train Epoch: 22 [3840/5000 (75%)]	Loss: 2.304612
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 23 [0/5000 (0%)]	Loss: 2.304213
Task: 8 Train Epoch: 23 [1280/5000 (25%)]	Loss: 2.309418
Task: 8 Train Epoch: 23 [2560/5000 (50%)]	Loss: 2.301708
Task: 8 Train Epoch: 23 [3840/5000 (75%)]	Loss: 2.301814
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 24 [0/5000 (0%)]	Loss: 2.299067
Task: 8 Train Epoch: 24 [1280/5000 (25%)]	Loss: 2.308235
Task: 8 Train Epoch: 24 [2560/5000 (50%)]	Loss: 2.312540
Task: 8 Train Epoch: 24 [3840/5000 (75%)]	Loss: 2.312486
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 25 [0/5000 (0%)]	Loss: 2.306724
Task: 8 Train Epoch: 25 [1280/5000 (25%)]	Loss: 2.309545
Task: 8 Train Epoch: 25 [2560/5000 (50%)]	Loss: 2.307175
Task: 8 Train Epoch: 25 [3840/5000 (75%)]	Loss: 2.304911
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 26 [0/5000 (0%)]	Loss: 2.306678
Task: 8 Train Epoch: 26 [1280/5000 (25%)]	Loss: 2.295832
Task: 8 Train Epoch: 26 [2560/5000 (50%)]	Loss: 2.305474
Task: 8 Train Epoch: 26 [3840/5000 (75%)]	Loss: 2.305996
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 27 [0/5000 (0%)]	Loss: 2.308699
Task: 8 Train Epoch: 27 [1280/5000 (25%)]	Loss: 2.305222
Task: 8 Train Epoch: 27 [2560/5000 (50%)]	Loss: 2.308307
Task: 8 Train Epoch: 27 [3840/5000 (75%)]	Loss: 2.307443
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 28 [0/5000 (0%)]	Loss: 2.301359
Task: 8 Train Epoch: 28 [1280/5000 (25%)]	Loss: 2.306188
Task: 8 Train Epoch: 28 [2560/5000 (50%)]	Loss: 2.303686
Task: 8 Train Epoch: 28 [3840/5000 (75%)]	Loss: 2.306216
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 29 [0/5000 (0%)]	Loss: 2.313365
Task: 8 Train Epoch: 29 [1280/5000 (25%)]	Loss: 2.302866
Task: 8 Train Epoch: 29 [2560/5000 (50%)]	Loss: 2.310258
Task: 8 Train Epoch: 29 [3840/5000 (75%)]	Loss: 2.319154
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 30 [0/5000 (0%)]	Loss: 2.299779
Task: 8 Train Epoch: 30 [1280/5000 (25%)]	Loss: 2.291460
Task: 8 Train Epoch: 30 [2560/5000 (50%)]	Loss: 2.311094
Task: 8 Train Epoch: 30 [3840/5000 (75%)]	Loss: 2.306780
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 31 [0/5000 (0%)]	Loss: 2.306258
Task: 8 Train Epoch: 31 [1280/5000 (25%)]	Loss: 2.306370
Task: 8 Train Epoch: 31 [2560/5000 (50%)]	Loss: 2.298616
Task: 8 Train Epoch: 31 [3840/5000 (75%)]	Loss: 2.315858
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 32 [0/5000 (0%)]	Loss: 2.304426
Task: 8 Train Epoch: 32 [1280/5000 (25%)]	Loss: 2.311089
Task: 8 Train Epoch: 32 [2560/5000 (50%)]	Loss: 2.312205
Task: 8 Train Epoch: 32 [3840/5000 (75%)]	Loss: 2.312029
Task: 8   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 8 Train Epoch: 33 [0/5000 (0%)]	Loss: 2.302503
Task: 8 Train Epoch: 33 [1280/5000 (25%)]	Loss: 2.313651
Task: 8 Train Epoch: 33 [2560/5000 (50%)]	Loss: 2.303184
Task: 8 Train Epoch: 33 [3840/5000 (75%)]	Loss: 2.308601
