Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)
Task: 7 Train Epoch: 39 [3840/5000 (75%)]	Loss: 0.520475

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 692/1000(69%)

Task: 7 Train Epoch: 40 [0/5000 (0%)]	Loss: 0.453479
Task: 7 Train Epoch: 40 [1280/5000 (25%)]	Loss: 0.536741
Task: 7 Train Epoch: 40 [2560/5000 (50%)]	Loss: 0.441429
Task: 7 Train Epoch: 40 [3840/5000 (75%)]	Loss: 0.634861

Task: 7   Test set: Avg. loss: 0.0011, Accuracy: 719/1000(72%)

Task: 7 Train Epoch: 41 [0/5000 (0%)]	Loss: 0.472787
Task: 7 Train Epoch: 41 [1280/5000 (25%)]	Loss: 0.629832
Task: 7 Train Epoch: 41 [2560/5000 (50%)]	Loss: 0.361255
Task: 7 Train Epoch: 41 [3840/5000 (75%)]	Loss: 0.486880

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 700/1000(70%)

Task: 7 Train Epoch: 42 [0/5000 (0%)]	Loss: 0.367991
Task: 7 Train Epoch: 42 [1280/5000 (25%)]	Loss: 0.545541
Task: 7 Train Epoch: 42 [2560/5000 (50%)]	Loss: 0.454162
Task: 7 Train Epoch: 42 [3840/5000 (75%)]	Loss: 0.439765

Task: 7   Test set: Avg. loss: 0.0011, Accuracy: 715/1000(72%)

Task: 7 Train Epoch: 43 [0/5000 (0%)]	Loss: 0.513987
Task: 7 Train Epoch: 43 [1280/5000 (25%)]	Loss: 0.434256
Task: 7 Train Epoch: 43 [2560/5000 (50%)]	Loss: 0.363869
Task: 7 Train Epoch: 43 [3840/5000 (75%)]	Loss: 0.475339

Task: 7   Test set: Avg. loss: 0.0011, Accuracy: 720/1000(72%)

Task: 7 Train Epoch: 44 [0/5000 (0%)]	Loss: 0.482494
Task: 7 Train Epoch: 44 [1280/5000 (25%)]	Loss: 0.489704
Task: 7 Train Epoch: 44 [2560/5000 (50%)]	Loss: 0.373426
Task: 7 Train Epoch: 44 [3840/5000 (75%)]	Loss: 0.360426

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 705/1000(70%)

Task: 7 Train Epoch: 45 [0/5000 (0%)]	Loss: 0.507122
Task: 7 Train Epoch: 45 [1280/5000 (25%)]	Loss: 0.534067
Task: 7 Train Epoch: 45 [2560/5000 (50%)]	Loss: 0.414601
Task: 7 Train Epoch: 45 [3840/5000 (75%)]	Loss: 0.364264

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 696/1000(70%)

Task: 7 Train Epoch: 46 [0/5000 (0%)]	Loss: 0.412094
Task: 7 Train Epoch: 46 [1280/5000 (25%)]	Loss: 0.290831
Task: 7 Train Epoch: 46 [2560/5000 (50%)]	Loss: 0.343648
Task: 7 Train Epoch: 46 [3840/5000 (75%)]	Loss: 0.434045

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 707/1000(71%)

Task: 7 Train Epoch: 47 [0/5000 (0%)]	Loss: 0.531684
Task: 7 Train Epoch: 47 [1280/5000 (25%)]	Loss: 0.480904
Task: 7 Train Epoch: 47 [2560/5000 (50%)]	Loss: 0.467742
Task: 7 Train Epoch: 47 [3840/5000 (75%)]	Loss: 0.442969

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 705/1000(70%)

Task: 7 Train Epoch: 48 [0/5000 (0%)]	Loss: 0.317799
Task: 7 Train Epoch: 48 [1280/5000 (25%)]	Loss: 0.369309
Task: 7 Train Epoch: 48 [2560/5000 (50%)]	Loss: 0.396256
Task: 7 Train Epoch: 48 [3840/5000 (75%)]	Loss: 0.465784

Task: 7   Test set: Avg. loss: 0.0013, Accuracy: 693/1000(69%)

Task: 7 Train Epoch: 49 [0/5000 (0%)]	Loss: 0.748556
Task: 7 Train Epoch: 49 [1280/5000 (25%)]	Loss: 0.936107
Task: 7 Train Epoch: 49 [2560/5000 (50%)]	Loss: 0.614402
Task: 7 Train Epoch: 49 [3840/5000 (75%)]	Loss: 0.590036

Task: 7   Test set: Avg. loss: 0.0011, Accuracy: 702/1000(70%)

Task: 7 Train Epoch: 50 [0/5000 (0%)]	Loss: 0.465773
Task: 7 Train Epoch: 50 [1280/5000 (25%)]	Loss: 0.384520
Task: 7 Train Epoch: 50 [2560/5000 (50%)]	Loss: 0.341194
Task: 7 Train Epoch: 50 [3840/5000 (75%)]	Loss: 0.261867

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 697/1000(70%)

Task: 7 Train Epoch: 51 [0/5000 (0%)]	Loss: 0.476486
Task: 7 Train Epoch: 51 [1280/5000 (25%)]	Loss: 0.382711
Task: 7 Train Epoch: 51 [2560/5000 (50%)]	Loss: 0.370796
Task: 7 Train Epoch: 51 [3840/5000 (75%)]	Loss: 0.313823

Task: 7   Test set: Avg. loss: 0.0013, Accuracy: 685/1000(68%)

Task: 7 Train Epoch: 52 [0/5000 (0%)]	Loss: 0.620394
Task: 7 Train Epoch: 52 [1280/5000 (25%)]	Loss: 0.596940
Task: 7 Train Epoch: 52 [2560/5000 (50%)]	Loss: 0.355102
Task: 7 Train Epoch: 52 [3840/5000 (75%)]	Loss: 0.304860

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 713/1000(71%)

Task: 7 Train Epoch: 53 [0/5000 (0%)]	Loss: 0.599628
Task: 7 Train Epoch: 53 [1280/5000 (25%)]	Loss: 0.801794
Task: 7 Train Epoch: 53 [2560/5000 (50%)]	Loss: 0.559186
Task: 7 Train Epoch: 53 [3840/5000 (75%)]	Loss: 0.548693

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 707/1000(71%)

Task: 7 Train Epoch: 54 [0/5000 (0%)]	Loss: 0.422348
Task: 7 Train Epoch: 54 [1280/5000 (25%)]	Loss: 0.355872
Task: 7 Train Epoch: 54 [2560/5000 (50%)]	Loss: 0.459481
Task: 7 Train Epoch: 54 [3840/5000 (75%)]	Loss: 0.323020

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 709/1000(71%)

Task: 7 Train Epoch: 55 [0/5000 (0%)]	Loss: 0.431255
Task: 7 Train Epoch: 55 [1280/5000 (25%)]	Loss: 0.333854
Task: 7 Train Epoch: 55 [2560/5000 (50%)]	Loss: 0.477528
Task: 7 Train Epoch: 55 [3840/5000 (75%)]	Loss: 0.341122

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 708/1000(71%)

Task: 7 Train Epoch: 56 [0/5000 (0%)]	Loss: 0.546136
Task: 7 Train Epoch: 56 [1280/5000 (25%)]	Loss: 0.497137
Task: 7 Train Epoch: 56 [2560/5000 (50%)]	Loss: 0.461462
Task: 7 Train Epoch: 56 [3840/5000 (75%)]	Loss: 0.390844

Task: 7   Test set: Avg. loss: 0.0013, Accuracy: 700/1000(70%)

Task: 7 Train Epoch: 57 [0/5000 (0%)]	Loss: 0.608127
Task: 7 Train Epoch: 57 [1280/5000 (25%)]	Loss: 0.557213
Task: 7 Train Epoch: 57 [2560/5000 (50%)]	Loss: 0.461809
Task: 7 Train Epoch: 57 [3840/5000 (75%)]	Loss: 0.420644

Task: 7   Test set: Avg. loss: 0.0014, Accuracy: 664/1000(66%)

Task: 7 Train Epoch: 58 [0/5000 (0%)]	Loss: 1.043502
Task: 7 Train Epoch: 58 [1280/5000 (25%)]	Loss: 0.693797
Task: 7 Train Epoch: 58 [2560/5000 (50%)]	Loss: 0.482206
Task: 7 Train Epoch: 58 [3840/5000 (75%)]	Loss: 0.383276

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 707/1000(71%)

Task: 7 Train Epoch: 59 [0/5000 (0%)]	Loss: 0.372808
Task: 7 Train Epoch: 59 [1280/5000 (25%)]	Loss: 0.380718
Task: 7 Train Epoch: 59 [2560/5000 (50%)]	Loss: 0.266481
Task: 7 Train Epoch: 59 [3840/5000 (75%)]	Loss: 0.414498

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 7 Train Epoch: 60 [0/5000 (0%)]	Loss: 0.338568
Task: 7 Train Epoch: 60 [1280/5000 (25%)]	Loss: 0.249200
Task: 7 Train Epoch: 60 [2560/5000 (50%)]	Loss: 0.124999
Task: 7 Train Epoch: 60 [3840/5000 (75%)]	Loss: 0.172966

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 716/1000(72%)

Task: 7 Train Epoch: 61 [0/5000 (0%)]	Loss: 0.236110
Task: 7 Train Epoch: 61 [1280/5000 (25%)]	Loss: 0.302434
Task: 7 Train Epoch: 61 [2560/5000 (50%)]	Loss: 0.173362
Task: 7 Train Epoch: 61 [3840/5000 (75%)]	Loss: 0.201960

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 718/1000(72%)

Task: 7 Train Epoch: 62 [0/5000 (0%)]	Loss: 0.242265
Task: 7 Train Epoch: 62 [1280/5000 (25%)]	Loss: 0.252452
Task: 7 Train Epoch: 62 [2560/5000 (50%)]	Loss: 0.143081
Task: 7 Train Epoch: 62 [3840/5000 (75%)]	Loss: 0.250624

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 708/1000(71%)

Task: 7 Train Epoch: 63 [0/5000 (0%)]	Loss: 0.165054
Task: 7 Train Epoch: 63 [1280/5000 (25%)]	Loss: 0.181773
Task: 7 Train Epoch: 63 [2560/5000 (50%)]	Loss: 0.175472
Task: 7 Train Epoch: 63 [3840/5000 (75%)]	Loss: 0.168808

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 7 Train Epoch: 64 [0/5000 (0%)]	Loss: 0.193938
Task: 7 Train Epoch: 64 [1280/5000 (25%)]	Loss: 0.306687
Task: 7 Train Epoch: 64 [2560/5000 (50%)]	Loss: 0.188730
Task: 7 Train Epoch: 64 [3840/5000 (75%)]	Loss: 0.223366

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 719/1000(72%)

Task: 7 Train Epoch: 65 [0/5000 (0%)]	Loss: 0.126185
Task: 7 Train Epoch: 65 [1280/5000 (25%)]	Loss: 0.218860
Task: 7 Train Epoch: 65 [2560/5000 (50%)]	Loss: 0.203251
Task: 7 Train Epoch: 65 [3840/5000 (75%)]	Loss: 0.190464

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 713/1000(71%)

Task: 7 Train Epoch: 66 [0/5000 (0%)]	Loss: 0.160514
Task: 7 Train Epoch: 66 [1280/5000 (25%)]	Loss: 0.107683
Task: 7 Train Epoch: 66 [2560/5000 (50%)]	Loss: 0.149808
Task: 7 Train Epoch: 66 [3840/5000 (75%)]	Loss: 0.230221

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 7 Train Epoch: 67 [0/5000 (0%)]	Loss: 0.139399
Task: 7 Train Epoch: 67 [1280/5000 (25%)]	Loss: 0.175467
Task: 7 Train Epoch: 67 [2560/5000 (50%)]	Loss: 0.177313
Task: 7 Train Epoch: 67 [3840/5000 (75%)]	Loss: 0.096998

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 710/1000(71%)

Task: 7 Train Epoch: 68 [0/5000 (0%)]	Loss: 0.152625
Task: 7 Train Epoch: 68 [1280/5000 (25%)]	Loss: 0.136355
Task: 7 Train Epoch: 68 [2560/5000 (50%)]	Loss: 0.266249
Task: 7 Train Epoch: 68 [3840/5000 (75%)]	Loss: 0.108400

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 712/1000(71%)

Task: 7 Train Epoch: 69 [0/5000 (0%)]	Loss: 0.183213
Task: 7 Train Epoch: 69 [1280/5000 (25%)]	Loss: 0.254765
Task: 7 Train Epoch: 69 [2560/5000 (50%)]	Loss: 0.133909
Task: 7 Train Epoch: 69 [3840/5000 (75%)]	Loss: 0.168778

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 715/1000(72%)

Task: 7 Train Epoch: 70 [0/5000 (0%)]	Loss: 0.189730
Task: 7 Train Epoch: 70 [1280/5000 (25%)]	Loss: 0.205282
Task: 7 Train Epoch: 70 [2560/5000 (50%)]	Loss: 0.117475
Task: 7 Train Epoch: 70 [3840/5000 (75%)]	Loss: 0.152538

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 713/1000(71%)

Task: 7 Train Epoch: 71 [0/5000 (0%)]	Loss: 0.190974
Task: 7 Train Epoch: 71 [1280/5000 (25%)]	Loss: 0.176009
Task: 7 Train Epoch: 71 [2560/5000 (50%)]	Loss: 0.107376
Task: 7 Train Epoch: 71 [3840/5000 (75%)]	Loss: 0.150921

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 712/1000(71%)

Task: 7 Train Epoch: 72 [0/5000 (0%)]	Loss: 0.164547
Task: 7 Train Epoch: 72 [1280/5000 (25%)]	Loss: 0.151272
Task: 7 Train Epoch: 72 [2560/5000 (50%)]	Loss: 0.206902
Task: 7 Train Epoch: 72 [3840/5000 (75%)]	Loss: 0.175920

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 713/1000(71%)

Task: 7 Train Epoch: 73 [0/5000 (0%)]	Loss: 0.227310
Task: 7 Train Epoch: 73 [1280/5000 (25%)]	Loss: 0.193609
Task: 7 Train Epoch: 73 [2560/5000 (50%)]	Loss: 0.193506
Task: 7 Train Epoch: 73 [3840/5000 (75%)]	Loss: 0.198236

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 711/1000(71%)

Task: 7 Train Epoch: 74 [0/5000 (0%)]	Loss: 0.230771
Task: 7 Train Epoch: 74 [1280/5000 (25%)]	Loss: 0.147925
Task: 7 Train Epoch: 74 [2560/5000 (50%)]	Loss: 0.161642
Task: 7 Train Epoch: 74 [3840/5000 (75%)]	Loss: 0.176619

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 710/1000(71%)

Task: 7 Train Epoch: 75 [0/5000 (0%)]	Loss: 0.224212
Task: 7 Train Epoch: 75 [1280/5000 (25%)]	Loss: 0.122278
Task: 7 Train Epoch: 75 [2560/5000 (50%)]	Loss: 0.205069
Task: 7 Train Epoch: 75 [3840/5000 (75%)]	Loss: 0.168302

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 710/1000(71%)

Task: 7 Train Epoch: 76 [0/5000 (0%)]	Loss: 0.140766
Task: 7 Train Epoch: 76 [1280/5000 (25%)]	Loss: 0.216990
Task: 7 Train Epoch: 76 [2560/5000 (50%)]	Loss: 0.156237
Task: 7 Train Epoch: 76 [3840/5000 (75%)]	Loss: 0.126618

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 712/1000(71%)

Task: 7 Train Epoch: 77 [0/5000 (0%)]	Loss: 0.163909
Task: 7 Train Epoch: 77 [1280/5000 (25%)]	Loss: 0.143511
Task: 7 Train Epoch: 77 [2560/5000 (50%)]	Loss: 0.187493
Task: 7 Train Epoch: 77 [3840/5000 (75%)]	Loss: 0.162061

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 711/1000(71%)

Task: 7 Train Epoch: 78 [0/5000 (0%)]	Loss: 0.147371
Task: 7 Train Epoch: 78 [1280/5000 (25%)]	Loss: 0.285276
Task: 7 Train Epoch: 78 [2560/5000 (50%)]	Loss: 0.180989
Task: 7 Train Epoch: 78 [3840/5000 (75%)]	Loss: 0.096190

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 714/1000(71%)

Task: 7 Train Epoch: 79 [0/5000 (0%)]	Loss: 0.101197
Task: 7 Train Epoch: 79 [1280/5000 (25%)]	Loss: 0.137555
Task: 7 Train Epoch: 79 [2560/5000 (50%)]	Loss: 0.221640
Task: 7 Train Epoch: 79 [3840/5000 (75%)]	Loss: 0.165167

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 710/1000(71%)

Task: 7 Train Epoch: 80 [0/5000 (0%)]	Loss: 0.110705
Task: 7 Train Epoch: 80 [1280/5000 (25%)]	Loss: 0.100888
Task: 7 Train Epoch: 80 [2560/5000 (50%)]	Loss: 0.175982
Task: 7 Train Epoch: 80 [3840/5000 (75%)]	Loss: 0.171996

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 715/1000(72%)

Task: 7 Train Epoch: 81 [0/5000 (0%)]	Loss: 0.189888
Task: 7 Train Epoch: 81 [1280/5000 (25%)]	Loss: 0.143778
Task: 7 Train Epoch: 81 [2560/5000 (50%)]	Loss: 0.238038
Task: 7 Train Epoch: 81 [3840/5000 (75%)]	Loss: 0.171920

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 716/1000(72%)

Task: 7 Train Epoch: 82 [0/5000 (0%)]	Loss: 0.192544
Task: 7 Train Epoch: 82 [1280/5000 (25%)]	Loss: 0.174708
Task: 7 Train Epoch: 82 [2560/5000 (50%)]	Loss: 0.165005
Task: 7 Train Epoch: 82 [3840/5000 (75%)]	Loss: 0.147002

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 718/1000(72%)

Task: 7 Train Epoch: 83 [0/5000 (0%)]	Loss: 0.168029
Task: 7 Train Epoch: 83 [1280/5000 (25%)]	Loss: 0.371049
Task: 7 Train Epoch: 83 [2560/5000 (50%)]	Loss: 0.169108
Task: 7 Train Epoch: 83 [3840/5000 (75%)]	Loss: 0.239024

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 719/1000(72%)

Task: 7 Train Epoch: 84 [0/5000 (0%)]	Loss: 0.199065
Task: 7 Train Epoch: 84 [1280/5000 (25%)]	Loss: 0.133900
Task: 7 Train Epoch: 84 [2560/5000 (50%)]	Loss: 0.149806
Task: 7 Train Epoch: 84 [3840/5000 (75%)]	Loss: 0.126769

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 716/1000(72%)

Task: 7 Train Epoch: 85 [0/5000 (0%)]	Loss: 0.120860
Task: 7 Train Epoch: 85 [1280/5000 (25%)]	Loss: 0.167329
Task: 7 Train Epoch: 85 [2560/5000 (50%)]	Loss: 0.210494
Task: 7 Train Epoch: 85 [3840/5000 (75%)]	Loss: 0.134567

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 719/1000(72%)

Task: 7 Train Epoch: 86 [0/5000 (0%)]	Loss: 0.141607
Task: 7 Train Epoch: 86 [1280/5000 (25%)]	Loss: 0.122667
Task: 7 Train Epoch: 86 [2560/5000 (50%)]	Loss: 0.204388
Task: 7 Train Epoch: 86 [3840/5000 (75%)]	Loss: 0.164356

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 7 Train Epoch: 87 [0/5000 (0%)]	Loss: 0.189448
Task: 7 Train Epoch: 87 [1280/5000 (25%)]	Loss: 0.127511
Task: 7 Train Epoch: 87 [2560/5000 (50%)]	Loss: 0.121575
Task: 7 Train Epoch: 87 [3840/5000 (75%)]	Loss: 0.165750

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 721/1000(72%)

Task: 7 Train Epoch: 88 [0/5000 (0%)]	Loss: 0.125201
Task: 7 Train Epoch: 88 [1280/5000 (25%)]	Loss: 0.207015
Task: 7 Train Epoch: 88 [2560/5000 (50%)]	Loss: 0.140840
Task: 7 Train Epoch: 88 [3840/5000 (75%)]	Loss: 0.184306

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 716/1000(72%)

Task: 7 Train Epoch: 89 [0/5000 (0%)]	Loss: 0.185564
Task: 7 Train Epoch: 89 [1280/5000 (25%)]	Loss: 0.181894
Task: 7 Train Epoch: 89 [2560/5000 (50%)]	Loss: 0.159978
Task: 7 Train Epoch: 89 [3840/5000 (75%)]	Loss: 0.226073

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 714/1000(71%)

Task: 7 Train Epoch: 90 [0/5000 (0%)]	Loss: 0.164172
Task: 7 Train Epoch: 90 [1280/5000 (25%)]	Loss: 0.150340
Task: 7 Train Epoch: 90 [2560/5000 (50%)]	Loss: 0.125122
Task: 7 Train Epoch: 90 [3840/5000 (75%)]	Loss: 0.243244

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 7 Train Epoch: 91 [0/5000 (0%)]	Loss: 0.097780
Task: 7 Train Epoch: 91 [1280/5000 (25%)]	Loss: 0.209541
Task: 7 Train Epoch: 91 [2560/5000 (50%)]	Loss: 0.157711
Task: 7 Train Epoch: 91 [3840/5000 (75%)]	Loss: 0.152834

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 7 Train Epoch: 92 [0/5000 (0%)]	Loss: 0.131057
Task: 7 Train Epoch: 92 [1280/5000 (25%)]	Loss: 0.175525
Task: 7 Train Epoch: 92 [2560/5000 (50%)]	Loss: 0.199437
Task: 7 Train Epoch: 92 [3840/5000 (75%)]	Loss: 0.201063

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 719/1000(72%)

Task: 7 Train Epoch: 93 [0/5000 (0%)]	Loss: 0.112574
Task: 7 Train Epoch: 93 [1280/5000 (25%)]	Loss: 0.220520
Task: 7 Train Epoch: 93 [2560/5000 (50%)]	Loss: 0.119932
Task: 7 Train Epoch: 93 [3840/5000 (75%)]	Loss: 0.233424

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 712/1000(71%)

Task: 7 Train Epoch: 94 [0/5000 (0%)]	Loss: 0.132223
Task: 7 Train Epoch: 94 [1280/5000 (25%)]	Loss: 0.211733
Task: 7 Train Epoch: 94 [2560/5000 (50%)]	Loss: 0.179568
Task: 7 Train Epoch: 94 [3840/5000 (75%)]	Loss: 0.153694

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 713/1000(71%)

Task: 7 Train Epoch: 95 [0/5000 (0%)]	Loss: 0.188804
Task: 7 Train Epoch: 95 [1280/5000 (25%)]	Loss: 0.206519
Task: 7 Train Epoch: 95 [2560/5000 (50%)]	Loss: 0.142356
Task: 7 Train Epoch: 95 [3840/5000 (75%)]	Loss: 0.108278

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 714/1000(71%)

Task: 7 Train Epoch: 96 [0/5000 (0%)]	Loss: 0.192807
Task: 7 Train Epoch: 96 [1280/5000 (25%)]	Loss: 0.154787
Task: 7 Train Epoch: 96 [2560/5000 (50%)]	Loss: 0.123921
Task: 7 Train Epoch: 96 [3840/5000 (75%)]	Loss: 0.124429

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 720/1000(72%)

Task: 7 Train Epoch: 97 [0/5000 (0%)]	Loss: 0.151410
Task: 7 Train Epoch: 97 [1280/5000 (25%)]	Loss: 0.163215
Task: 7 Train Epoch: 97 [2560/5000 (50%)]	Loss: 0.165830
Task: 7 Train Epoch: 97 [3840/5000 (75%)]	Loss: 0.193534

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 7 Train Epoch: 98 [0/5000 (0%)]	Loss: 0.162934
Task: 7 Train Epoch: 98 [1280/5000 (25%)]	Loss: 0.181125
Task: 7 Train Epoch: 98 [2560/5000 (50%)]	Loss: 0.138549
Task: 7 Train Epoch: 98 [3840/5000 (75%)]	Loss: 0.200386

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 722/1000(72%)

Task: 7 Train Epoch: 99 [0/5000 (0%)]	Loss: 0.153756
Task: 7 Train Epoch: 99 [1280/5000 (25%)]	Loss: 0.165446
Task: 7 Train Epoch: 99 [2560/5000 (50%)]	Loss: 0.112910
Task: 7 Train Epoch: 99 [3840/5000 (75%)]	Loss: 0.118911

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 720/1000(72%)

Saving head
Computing MAS
Loading head (task#:0)
Loading mask (task#:0)
Files already downloaded and verified
Files already downloaded and verified

Task: 0   Test set: Avg. loss: 0.0015, Accuracy: 764/1000(76%)

Trained Task:7, Loaded task:0, Accuracy:76.4000015258789
Loading head (task#:1)
Loading mask (task#:1)
Files already downloaded and verified
Files already downloaded and verified

Task: 1   Test set: Avg. loss: 0.0047, Accuracy: 403/1000(40%)

Trained Task:7, Loaded task:1, Accuracy:40.30000305175781
Loading head (task#:2)
Loading mask (task#:2)
Files already downloaded and verified
Files already downloaded and verified

Task: 2   Test set: Avg. loss: 0.0037, Accuracy: 326/1000(33%)

Trained Task:7, Loaded task:2, Accuracy:32.60000228881836
Loading head (task#:3)
Loading mask (task#:3)
Files already downloaded and verified
Files already downloaded and verified

Task: 3   Test set: Avg. loss: 0.0035, Accuracy: 417/1000(42%)

Trained Task:7, Loaded task:3, Accuracy:41.70000076293945
Loading head (task#:4)
Loading mask (task#:4)
Files already downloaded and verified
Files already downloaded and verified

Task: 4   Test set: Avg. loss: 0.0031, Accuracy: 449/1000(45%)

Trained Task:7, Loaded task:4, Accuracy:44.900001525878906
Loading head (task#:5)
Loading mask (task#:5)
Files already downloaded and verified
Files already downloaded and verified

Task: 5   Test set: Avg. loss: 0.0039, Accuracy: 408/1000(41%)

Trained Task:7, Loaded task:5, Accuracy:40.80000305175781
Loading head (task#:6)
Loading mask (task#:6)
Files already downloaded and verified
Files already downloaded and verified

Task: 6   Test set: Avg. loss: 0.0035, Accuracy: 455/1000(46%)

Trained Task:7, Loaded task:6, Accuracy:45.500003814697266
Loading head (task#:7)
Loading mask (task#:7)
Files already downloaded and verified
Files already downloaded and verified

Task: 7   Test set: Avg. loss: 0.0012, Accuracy: 720/1000(72%)

Trained Task:7, Loaded task:7, Accuracy:72.0
Files already downloaded and verified
Files already downloaded and verified
Layer        : conv1_layer.2.weight
Sum Omega    : 200998.578125
Max Fisher   : 1.3496613502502441
Max Omega    : 107.6806869506836
Max Relevance: 8.090720484688063e-07

Layer        : conv2_layer.2.weight
Sum Omega    : 140871.3125
Max Fisher   : 0.5856698155403137
Max Omega    : 16.370710372924805
Max Relevance: 0.14133770763874054

Layer        : fc1_layer.0.weight
Sum Omega    : 207232.0625
Max Fisher   : 0.11457959562540054
Max Omega    : 3.550602436065674
Max Relevance: 0.11457959562540054

Saving  mask (task#:8)
Task: 8 Train Epoch: 0 [0/5000 (0%)]	Loss: 2.385206
Task: 8 Train Epoch: 0 [1280/5000 (25%)]	Loss: 2.545182
Task: 8 Train Epoch: 0 [2560/5000 (50%)]	Loss: 2.289236
Task: 8 Train Epoch: 0 [3840/5000 (75%)]	Loss: 1.663768

Task: 8   Test set: Avg. loss: 0.0011, Accuracy: 625/1000(63%)

Task: 8 Train Epoch: 1 [0/5000 (0%)]	Loss: 1.656723
Task: 8 Train Epoch: 1 [1280/5000 (25%)]	Loss: 1.607364
Task: 8 Train Epoch: 1 [2560/5000 (50%)]	Loss: 1.478997
Task: 8 Train Epoch: 1 [3840/5000 (75%)]	Loss: 1.452516

Task: 8   Test set: Avg. loss: 0.0011, Accuracy: 649/1000(65%)

Task: 8 Train Epoch: 2 [0/5000 (0%)]	Loss: 1.759820
Task: 8 Train Epoch: 2 [1280/5000 (25%)]	Loss: 1.374378
Task: 8 Train Epoch: 2 [2560/5000 (50%)]	Loss: 1.361777
Task: 8 Train Epoch: 2 [3840/5000 (75%)]	Loss: 1.227388

Task: 8   Test set: Avg. loss: 0.0010, Accuracy: 664/1000(66%)

Task: 8 Train Epoch: 3 [0/5000 (0%)]	Loss: 1.300754
Task: 8 Train Epoch: 3 [1280/5000 (25%)]	Loss: 1.026221
Task: 8 Train Epoch: 3 [2560/5000 (50%)]	Loss: 1.235361
Task: 8 Train Epoch: 3 [3840/5000 (75%)]	Loss: 1.015560

Task: 8   Test set: Avg. loss: 0.0010, Accuracy: 691/1000(69%)

Task: 8 Train Epoch: 4 [0/5000 (0%)]	Loss: 1.133849
Task: 8 Train Epoch: 4 [1280/5000 (25%)]	Loss: 1.239050
Task: 8 Train Epoch: 4 [2560/5000 (50%)]	Loss: 1.194970
